question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action
Q2,E12314189,15.0,20.0,19.3,19.3,19.3,5.0,4.3,4.3,4.3,4.3,4.3,0.7,0.0,0.0,0.0,0.7,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.05,0.25,0.05,0.116667,0.883333,
Q2,E12314181,18.0,17.0,17.3,17.3,17.3,-1.0,-0.7,-0.7,-0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
Q2,E12314201,20.0,18.0,18.3,18.3,18.3,-2.0,-1.7,-1.7,-1.7,1.7,1.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.1,0.1,0.25,0.1,0.15,0.85,reject_raise
Q2,E12314205,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.15,0.0,0.15,0.1,0.9,keep_minor_change
Q2,E12314193,15.0,20.0,19.5,19.5,19.5,5.0,4.5,4.5,4.5,4.5,4.5,0.5,0.0,0.0,0.0,0.5,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.411,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change
Q2,E12314209,20.0,12.0,13.0,13.0,13.0,-8.0,-7.0,-7.0,-7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.15,0.5,0.15,0.266667,0.733333,keep_minor_change
Q2,E12314213,15.0,7.0,6.3,6.3,6.3,-8.0,-8.7,-8.7,-8.7,8.7,8.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.4,0.5,0.4,0.433333,0.566667,reject_raise
Q2,E12314217,20.0,12.5,12.2,12.2,12.2,-7.5,-7.8,-7.8,-7.8,7.8,7.8,-0.3,0.0,0.0,0.0,-0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.1,0.125,0.1,0.108333,0.891667,keep_minor_change
Q2,E12314221,15.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.25,0.0,0.25,0.166667,0.833333,keep_minor_change
Q2,WA2324049,20.0,16.0,18.7,18.7,18.7,-4.0,-1.3,-1.3,-1.3,1.3,1.3,2.7,0.0,0.0,0.0,2.7,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.8856,0.0,0.15,1.0,0.15,0.433333,0.566667,reject_lower
Q3,E01914115,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E01914214,6.0,4.0,4.0,4.0,4.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E02014181,7.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
Q3,E01914290,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12214023,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12214006,6.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12214062,8.0,7.0,7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12214075,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12214091,8.0,4.0,4.9,5.4,6.1,-4.0,-3.1,-2.6,-1.9,2.6,1.9,0.9,0.5,0.7,1.2,2.1,BND,True,True,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.66,0.33,0.2,0.7,0.2,0.366667,0.633333,auto_small_raise
Q3,E12214098,9.0,5.4,5.8,6.0,6.7,-3.6,-3.2,-3.0,-2.3,3.0,2.3,0.4,0.2,0.7,0.9,1.3,BND,True,True,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.2828,0.33,0.2,0.3,0.2,0.233333,0.766667,auto_small_raise
Q3,E12214107,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12214171,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12214212,6.0,5.0,5.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314005,10.0,8.0,8.0,8.0,8.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314009,7.0,2.0,2.0,2.0,2.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
Q3,E12314013,9.0,5.0,5.0,5.0,5.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314017,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
Q3,E12314025,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314021,7.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314029,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314033,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314037,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
Q3,E12314041,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
